Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit TSL2591-import-fps:1X06_ROUND_70,C37208
,U$22,Adafruit TSL2591-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit TSL2591-import-fps:PCBFEAT-REV-040,
,"U$30,U$31",Adafruit TSL2591-import-fps:STEMMAQT,
0.1uF,C1,Adafruit TSL2591-import-fps:0603-NO,C14663
10K,R1,Adafruit TSL2591-import-fps:0603-NO,C98220
10K,R3,Adafruit TSL2591-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3",Adafruit TSL2591-import-fps:0805-NO,
AP2112K-3.3,U2,Adafruit TSL2591-import-fps:SOT23-5,
BSS138,Q2,Adafruit TSL2591-import-fps:SOT363,
GREEN,D1,Adafruit TSL2591-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit TSL2591-import-fps:JST_SH4,C160404
TSL2591,U1,Adafruit TSL2591-import-fps:DFN6_TAOS,
