Comment,Designator,Footprint,LCSC Part #
,"JP2,JP3",Adafruit_LIS331-import-fps:1X06_ROUND_70,C37208
,U$12,Adafruit_LIS331-import-fps:ADAFRUIT_2.5MM,
,U$25,Adafruit_LIS331-import-fps:PCBFEAT-REV-040,
,"U$30,U$31",Adafruit_LIS331-import-fps:STEMMAQT,
0.1uF,C1,Adafruit_LIS331-import-fps:0603-NO,C14663
10K,"R1,R3",Adafruit_LIS331-import-fps:RESPACK_4X0603,C98220
10uF,"C2,C3",Adafruit_LIS331-import-fps:0805-NO,
1N4148,D2,Adafruit_LIS331-import-fps:SOD-323,
AP2112K-3.3,U2,Adafruit_LIS331-import-fps:SOT23-5,
BSS138,Q2,Adafruit_LIS331-import-fps:SOT363,
GREEN,D1,Adafruit_LIS331-import-fps:CHIPLED_0603_NOOUTLINE,
LIS3DHTR,U1,Adafruit_LIS331-import-fps:LGA16_3X3MM,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit_LIS331-import-fps:JST_SH4,C160404
