Designator,Mid X,Mid Y,Rotation,Layer
C1,26.1620,3.3020,0.00,Top
C2,27.1780,-3.1750,180.00,Top
C3,19.8120,11.1760,0.00,Top
CN1,14.3510,11.3030,-90.00,Top
DISP1,-1.0160,4.8260,90.00,Bottom
IC5,22.8600,-1.7780,-90.00,Top
JP1,14.3510,-6.3500,180.00,Top
Q1,27.1780,6.7310,180.00,Top
R2,20.0660,-3.3020,-90.00,Top
R5,24.6380,6.7310,90.00,Top
R7,27.4320,9.6520,0.00,Top
R8,25.1460,10.2870,90.00,Top
U2,26.4160,0.2540,0.00,Top
U3,20.0660,4.8260,-90.00,Top
U$4,19.8120,-3.9370,90.00,Top
U$6,28.7020,11.5570,0.00,Top
