Designator,Comment,Footprint,OOMP ID,Reason
B1,red,Adafruit Trinket 3V microUSB-import-fps:CHIPLED_0805_NOOUTLINE,electronic_led_0805_red,No verified LCSC part number
BAT0,,Adafruit Trinket 3V microUSB-import-fps:JSTPH2,,No verified LCSC part number
C1,10uF,Adafruit Trinket 3V microUSB-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C8,10uF,Adafruit Trinket 3V microUSB-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
CN1,,Adafruit Trinket 3V microUSB-import-fps:4UCONN_20329,,No verified LCSC part number
CN3,1X4-CLEANBIG,Adafruit Trinket 3V microUSB-import-fps:1X04-CLEANBIG,,No verified LCSC part number
CN4,1X4-CLEANBIG,Adafruit Trinket 3V microUSB-import-fps:1X04-CLEANBIG,,No verified LCSC part number
D2,SCHOTTKY,Adafruit Trinket 3V microUSB-import-fps:SOD-123FL,,No verified LCSC part number
D3,SCHOTTKY,Adafruit Trinket 3V microUSB-import-fps:SOD-123FL,,No verified LCSC part number
IC2,MIC5225-3.3v,Adafruit Trinket 3V microUSB-import-fps:SOT23-5L,,No verified LCSC part number
PWR0,green,Adafruit Trinket 3V microUSB-import-fps:CHIPLED_0805_NOOUTLINE,electronic_led_0805_green,No verified LCSC part number
Q1,reset,Adafruit Trinket 3V microUSB-import-fps:BTN_KMR2_4.6X2.8,,No verified LCSC part number
U1,,Adafruit Trinket 3V microUSB-import-fps:MLF20_4X4MM_0.5MM_ATMEL,,No verified LCSC part number
U$1,"FIDUCIAL""""",Adafruit Trinket 3V microUSB-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$5,,Adafruit Trinket 3V microUSB-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
U$6,"FIDUCIAL""""",Adafruit Trinket 3V microUSB-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$12,,Adafruit Trinket 3V microUSB-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$13,,Adafruit Trinket 3V microUSB-import-fps:SYMBOL_FCC_TINY,,No verified LCSC part number
U$14,,Adafruit Trinket 3V microUSB-import-fps:SYMBOL_CE_TINY,,No verified LCSC part number
