Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10uF,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C4,10uF,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,10uF,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
IC1,MIC5225-3.3,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:SOT23-5L,,No verified LCSC part number
IC2,74LVC245,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:SO20W,,No verified LCSC part number
IC3,74LVC245,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:SO20W,,No verified LCSC part number
IC4,APX803-SAG,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:SOT23,,No verified LCSC part number
U$9,FIDUCIAL,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$10,"2.8"" CTP ILI9341",Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:TFT_2.83IN_240X320_50PIN,,No verified LCSC part number
U$11,FIDUCIAL,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$19,,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:ADAFRUIT_TEXT_30MM,,No verified LCSC part number
U$23,FIDUCIAL,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
X1,microSD,Adafruit 2.8 inch TFT w Capacitive Touch-import-fps:MICROSD,,No verified LCSC part number
