Designator,Mid X,Mid Y,Rotation,Layer
C1,11.0490,5.5880,0.00,Top
C2,7.6200,6.0960,0.00,Top
C3,8.0010,12.8270,0.00,Top
CONN3,22.7330,8.8900,90.00,Top
CONN4,2.6670,8.8900,-90.00,Top
D1,3.5560,12.5730,90.00,Top
JP2,12.7000,2.5400,0.00,Top
Q2,17.0815,6.0960,90.00,Top
R1,5.5880,12.4460,-90.00,Top
R3,17.5260,11.4300,180.00,Top
U2,7.8740,9.5250,0.00,Top
U$22,4.5720,13.7160,0.00,Top
U$25,6.0960,16.5100,180.00,Bottom
U$30,22.4790,4.4450,90.00,Bottom
U$31,2.9210,13.3350,-90.00,Bottom
X1,12.7000,8.8900,180.00,Top
